French,Russian,ExampleFrench,ExampleRussian,Emoji
"incohérent, incohérente",бессвязный,"Un discours <b>incohérent</b>.","<b>Бессвязная</b> речь.",🤔
un bikini,бикини,"Porter un <b>bikini</b>.","Носить <b>бикини</b>.",👙
un décolleté,декольте,"Un <b>décolleté</b> plongeant.","Глубокое <b>декольте</b>.",👗
un projectile,снаряд,"Un <b>projectile</b> a été tiré.","<b>Снаряд</b> был выпущен.",💣
une félicité,счастье,"Une <b>félicité</b> parfaite.","Полное <b>счастье</b>.",😇
une saillie,выступ,"Une <b>saillie</b> rocheuse.","Скальный <b>выступ</b>.",🏔️
voltiger,порхать,"Les papillons <b>voltigent</b>.","Бабочки <b>порхают</b>.",🦋
baume,бальзам,"Un <b>baume</b> pour les lèvres.","<b>Бальзам</b> для губ.",💋
un islam,ислам,"Les cinq piliers de l'<b>islam</b>.","Пять столпов <b>ислама</b>.",☪️
beurk,фу,"<b>Beurk</b> ! C'est dégoûtant !","<b>Фу</b>! Это отвратительно!",🤢
"déprimé, déprimée",подавленный,"Se sentir <b>déprimé</b>.","Чувствовать себя <b>подавленным</b>.",😔
"primordial, primordiale",первостепенный,"Une importance <b>primordiale</b>.","<b>Первостепенная</b> важность.",⭐
un mail,электронная почта,"Envoyer un <b>mail</b>.","Отправить <b>письмо</b>.",📧
un potager,огород,"Cultiver un <b>potager</b>.","Выращивать <b>огород</b>.",🥕
une démence,слабоумие,"La <b>démence</b> sénile.","Старческое <b>слабоумие</b>.",🧠
une reddition,капитуляция,"La <b>reddition</b> de l'ennemi.","<b>Капитуляция</b> врага.",🏳️
une sauterelle,саранча,"Une invasion de <b>sauterelles</b>.","Нашествие <b>саранчи</b>.",🦗
remballer,убирать,"<b>Remballer</b> ses affaires.","<b>Убрать</b> свои вещи.",📦
sourdement,глухо,"Gronder <b>sourdement</b>.","<b>Глухо</b> ворчать.",🔇
"ténu, ténue",тонкий,"Un fil <b>ténu</b>.","<b>Тонкая</b> нить.",🧵
regorger,изобиловать,"<b>Regorger</b> de richesses.","<b>Изобиловать</b> богатствами.",💎
un turc,турок,"Un <b>Turc</b> d'Istanbul.","<b>Турок</b> из Стамбула.",🇹🇷
une estimation,оценка,"Une <b>estimation</b> des coûts.","<b>Оценка</b> расходов.",📊
une ligue,лига,"La Ligue des champions.","Лига чемпионов.",🏆
miraculeusement,чудесным образом,"<b>Miraculeusement</b> sauvé.","<b>Чудом</b> спасён.",✨
une originalité,оригинальность,"Une <b>originalité</b> de style.","<b>Оригинальность</b> стиля.",🎨
enclencher,запускать,"<b>Enclencher</b> le mécanisme.","<b>Запустить</b> механизм.",⚙️
stupéfier,ошеломлять,"<b>Stupéfier</b> tout le monde.","<b>Ошеломить</b> всех.",😲
un hamac,гамак,"Se balancer dans un <b>hamac</b>.","Качаться в <b>гамаке</b>.",🏖️
un patriarche,патриарх,"Le <b>patriarche</b> de la famille.","<b>Патриарх</b> семьи.",👴
un ananas,ананас,"Un <b>ananas</b> frais.","Свежий <b>ананас</b>.",🍍
un détritus,мусор,"Ramasser les <b>détritus</b>.","Собирать <b>мусор</b>.",🗑️
tchao,чао,"<b>Tchao</b> les amis !","<b>Чао</b>, друзья!",👋
moyennant,при условии,"<b>Moyennant</b> paiement.","<b>При условии</b> оплаты.",💰
miam,ням,"<b>Miam</b> ! C'est délicieux !","<b>Ням</b>! Вкусно!",😋
hep,эй,"<b>Hep</b> ! Attendez !","<b>Эй</b>! Подождите!",📢
vlan,бац,"<b>Vlan</b> ! La porte claque.","<b>Бац</b>! Дверь хлопнула.",🚪
basta,баста,"<b>Basta</b> ! J'en ai marre !","<b>Баста</b>! Хватит!",✋
alléluia,аллилуйя,"<b>Alléluia</b> ! Nous avons réussi !","<b>Аллилуйя</b>! Мы справились!",🙌
bye-bye,пока-пока,"<b>Bye-bye</b> ! À bientôt !","<b>Пока-пока</b>! До скорого!",👋
quatre-vingt-dix,девяносто (Франция),"<b>Quatre-vingt-dix</b> euros.","<b>Девяносто</b> евро.",9️⃣0️⃣
nonobstant,несмотря на,"<b>Nonobstant</b> les difficultés.","<b>Несмотря на</b> трудности.",🤷
parbleu,чёрт возьми,"<b>Parbleu</b> ! J'ai oublié !","<b>Чёрт возьми</b>! Я забыл!",😤
olé,оле,"<b>Olé</b> ! Quel spectacle !","<b>Оле</b>! Какое зрелище!",💃
plouf,плюх,"<b>Plouf</b> ! Il tombe à l'eau.","<b>Плюх</b>! Он упал в воду.",💦
calmos,спокойно,"<b>Calmos</b> ! Pas de panique.","<b>Спокойно</b>! Без паники.",😌
zou,ну-ка,"<b>Zou</b> ! Au travail !","<b>Ну-ка</b>! За работу!",👉
tintin,ничего не выйдет,"<b>Tintin</b> ! Tu n'auras rien.","<b>Шиш</b>! Ничего не получишь.",🤷
sapristi,чёрт побери,"<b>Sapristi</b> ! Quel désastre !","<b>Чёрт побери</b>! Какая катастрофа!",😱
pouah,фу,"<b>Pouah</b> ! Quelle odeur !","<b>Фу</b>! Какой запах!",🤢
dame,ну конечно,"<b>Dame</b> ! C'est évident.","<b>Ну конечно</b>! Это очевидно.",🤷
berk,фу,"<b>Berk</b> ! C'est immonde !","<b>Фу</b>! Это мерзко!",🤮
ouille,ой,"<b>Ouille</b> ! Ça fait mal !","<b>Ой</b>! Больно!",😖
fichtre,чёрт,"<b>Fichtre</b> ! Quel bazar !","<b>Чёрт</b>! Какой бардак!",😤
chic,шикарно,"<b>Chic</b> ! On a gagné !","<b>Шикарно</b>! Мы выиграли!",🎉
youpi,ура,"<b>Youpi</b> ! Les vacances !","<b>Ура</b>! Каникулы!",🎉
motus,молчок,"<b>Motus</b> et bouche cousue.","<b>Молчок</b> и рот на замок.",🤐
wouah,вау,"<b>Wouah</b> ! Incroyable !","<b>Вау</b>! Невероятно!",😮
mouais,ну да,"<b>Mouais</b>... Je ne suis pas convaincu.","<b>Ну да</b>... Я не убеждён.",🤔
chiche,слабо,"<b>Chiche</b> ! Tu n'oses pas !","<b>Слабо</b>! Ты не посмеешь!",😏
nonante,девяносто (Бельгия),"<b>Nonante</b> francs.","<b>Девяносто</b> франков.",🇧🇪
rebelote,повторяем,"Et <b>rebelote</b> ! On recommence.","И <b>повторяем</b>! Начинаем заново.",🔄
banco,идёт,"<b>Banco</b> ! Marché conclu.","<b>Идёт</b>! По рукам.",🤝
eurêka,эврика,"<b>Eurêka</b> ! J'ai trouvé !","<b>Эврика</b>! Нашёл!",💡
septante,семьдесят (Бельгия),"<b>Septante</b> ans.","<b>Семьдесят</b> лет.",🇧🇪
octante,восемьдесят (Швейцария),"<b>Octante</b> personnes.","<b>Восемьдесят</b> человек.",🇨🇭
versus,против,"France <b>versus</b> Allemagne.","Франция <b>против</b> Германии.",⚔️
une brancardière,санитарка,"La <b>brancardière</b> aide.","<b>Санитарка</b> помогает.",🏥
une gladiatrice,гладиаторша,"Une <b>gladiatrice</b> romaine.","Римская <b>гладиаторша</b>.",⚔️
une camionneuse,водитель грузовика (ж.),"Une <b>camionneuse</b> routière.","<b>Дальнобойщица</b>.",🚛
une éboueuse,мусорщица,"L'<b>éboueuse</b> ramasse.","<b>Мусорщица</b> собирает.",🗑️
une investisseuse,инвесторша,"Une <b>investisseuse</b> avisée.","Опытная <b>инвесторша</b>.",💰
